241.248, 129.556, 8.211, 15.939 False
240.974, 129.554, 8.211, 15.972 False
240.701, 129.552, 8.213, 16.005 False
240.427, 129.550, 8.214, 16.038 False
240.153, 129.548, 8.215, 16.071 False
239.879, 129.546, 8.216, 16.104 False
239.605, 129.545, 8.216, 16.137 False
239.331, 129.543, 8.217, 16.170 False
239.058, 129.541, 8.217, 16.203 False
238.784, 129.540, 8.216, 16.236 False
238.510, 129.538, 8.216, 16.269 False
238.236, 129.536, 8.216, 16.302 False
237.962, 129.535, 8.217, 16.335 False
237.688, 129.534, 8.216, 16.368 False
237.414, 129.532, 8.216, 16.401 False
237.141, 129.531, 8.217, 16.434 False
236.867, 129.529, 8.218, 16.467 False
236.593, 129.528, 8.219, 16.500 False
236.319, 129.527, 8.220, 16.533 False
236.045, 129.526, 8.220, 16.566 False
235.771, 129.525, 8.221, 16.599 False
235.497, 129.524, 8.221, 16.632 False
235.223, 129.522, 8.222, 16.665 False
234.949, 129.521, 8.222, 16.698 False
234.674, 129.520, 8.222, 16.731 False
234.400, 129.519, 8.221, 16.764 False
234.126, 129.518, 8.221, 16.797 False
233.852, 129.518, 8.221, 16.830 False
233.578, 129.517, 8.222, 16.863 False
233.304, 129.516, 8.223, 16.896 False
233.030, 129.515, 8.223, 16.929 False
232.756, 129.514, 8.221, 16.962 False
232.482, 129.513, 8.220, 16.995 False
232.208, 129.513, 8.220, 17.028 False
231.934, 129.512, 8.221, 17.061 False
231.660, 129.511, 8.221, 17.094 False
231.386, 129.510, 8.221, 17.127 False
231.112, 129.510, 8.222, 17.160 False
230.838, 129.509, 8.222, 17.193 False
230.564, 129.508, 8.222, 17.226 False
230.290, 129.508, 8.221, 17.259 False
230.016, 129.507, 8.222, 17.292 False
229.742, 129.507, 8.224, 17.325 False
229.467, 129.506, 8.225, 17.358 False
229.193, 129.506, 8.226, 17.391 False
228.919, 129.505, 8.227, 17.424 False
228.645, 129.505, 8.227, 17.457 False
228.371, 129.504, 8.225, 17.490 False
228.096, 129.504, 8.224, 17.523 False
227.822, 129.503, 8.224, 17.556 False
227.548, 129.503, 8.226, 17.589 False
227.274, 129.502, 8.227, 17.622 False
227.000, 129.502, 8.229, 17.655 False
226.725, 129.502, 8.230, 17.688 False
226.451, 129.501, 8.230, 17.721 False
226.177, 129.501, 8.231, 17.754 False
225.902, 129.500, 8.231, 17.787 False
225.628, 129.500, 8.232, 17.820 False
225.353, 129.500, 8.232, 17.853 False
225.079, 129.499, 8.233, 17.886 False
224.804, 129.499, 8.233, 17.919 False
224.530, 129.499, 8.234, 17.952 False
224.256, 129.499, 8.234, 17.985 False
223.981, 129.498, 8.234, 18.018 False
223.707, 129.498, 8.235, 18.051 False
223.432, 129.498, 8.235, 18.084 False
223.158, 129.497, 8.235, 18.117 False
222.883, 129.497, 8.236, 18.150 False
222.609, 129.497, 8.236, 18.183 False
222.334, 129.497, 8.235, 18.216 False
222.060, 129.496, 8.234, 18.249 False
221.785, 129.496, 8.235, 18.282 False
221.511, 129.496, 8.235, 18.315 False
221.236, 129.496, 8.235, 18.348 False
220.962, 129.496, 8.235, 18.381 False
220.687, 129.495, 8.235, 18.414 False
220.413, 129.495, 8.236, 18.447 False
220.138, 129.495, 8.237, 18.480 False
219.863, 129.495, 8.237, 18.513 False
219.589, 129.495, 8.235, 18.546 False
219.315, 129.495, 8.234, 18.579 False
219.040, 129.494, 8.235, 18.612 False
218.765, 129.494, 8.236, 18.645 False
218.491, 129.494, 8.237, 18.678 False
218.216, 129.494, 8.237, 18.711 False
217.942, 129.494, 8.233, 18.744 False
217.667, 129.494, 8.232, 18.777 False
217.393, 129.494, 8.233, 18.810 False
217.119, 129.493, 8.235, 18.843 False
216.844, 129.493, 8.237, 18.876 False
216.569, 129.493, 8.239, 18.909 False
216.295, 129.493, 8.240, 18.942 False
216.020, 129.493, 8.239, 18.975 False
215.745, 129.493, 8.236, 19.008 False
215.471, 129.493, 8.235, 19.041 False
215.197, 129.493, 8.236, 19.074 False
214.922, 129.493, 8.238, 19.107 False
214.647, 129.493, 8.237, 19.140 False
214.373, 129.492, 8.237, 19.173 False
214.098, 129.492, 8.238, 19.206 False
213.824, 129.492, 8.239, 19.239 False
213.549, 129.492, 8.241, 19.272 False
213.274, 129.492, 8.241, 19.305 False
213.000, 129.492, 8.237, 19.338 False
212.725, 129.492, 8.236, 19.371 False
212.451, 129.492, 8.237, 19.404 False
212.176, 129.492, 8.238, 19.437 False
211.901, 129.492, 8.238, 19.470 False
211.627, 129.492, 8.238, 19.503 False
211.352, 129.492, 8.239, 19.536 False
211.077, 129.492, 8.240, 19.569 False
210.803, 129.492, 8.242, 19.602 False
210.528, 129.492, 8.244, 19.635 False
210.253, 129.491, 8.245, 19.668 False
209.978, 129.491, 8.245, 19.701 False
209.703, 129.491, 8.243, 19.734 False
209.429, 129.491, 8.242, 19.767 False
209.154, 129.491, 8.242, 19.800 False
208.879, 129.491, 8.244, 19.833 False
208.604, 129.491, 8.246, 19.866 False
208.329, 129.491, 8.247, 19.899 False
208.055, 129.491, 8.248, 19.932 False
207.780, 129.491, 8.248, 19.965 False
207.505, 129.491, 8.249, 19.998 False
207.230, 129.491, 8.249, 20.031 False
206.955, 129.491, 8.248, 20.064 False
206.680, 129.491, 8.248, 20.097 False
206.405, 129.491, 8.248, 20.130 False
206.130, 129.491, 8.248, 20.163 False
205.855, 129.491, 8.248, 20.196 False
205.580, 129.491, 8.248, 20.229 False
205.305, 129.491, 8.248, 20.262 False
205.030, 129.491, 8.249, 20.295 False
204.755, 129.491, 8.248, 20.328 False
204.480, 129.491, 8.248, 20.361 False
204.205, 129.491, 8.248, 20.394 False
203.930, 129.491, 8.249, 20.427 False
203.656, 129.491, 8.250, 20.460 False
203.381, 129.491, 8.250, 20.493 False
203.106, 129.491, 8.247, 20.526 False
202.831, 129.491, 8.246, 20.559 False
202.556, 129.491, 8.247, 20.592 False
202.281, 129.491, 8.249, 20.625 False
202.006, 129.491, 8.250, 20.658 False
201.731, 129.491, 8.252, 20.691 False
201.456, 129.491, 8.252, 20.724 False
201.181, 129.491, 8.252, 20.757 False
200.906, 129.490, 8.250, 20.790 False
200.631, 129.490, 8.249, 20.823 False
200.356, 129.490, 8.249, 20.856 False
200.081, 129.490, 8.251, 20.889 False
199.806, 129.490, 8.252, 20.922 False
199.531, 129.490, 8.252, 20.955 False
199.256, 129.490, 8.248, 20.988 False
198.981, 129.490, 8.246, 21.021 False
198.706, 129.490, 8.247, 21.054 False
198.431, 129.490, 8.249, 21.087 False
198.156, 129.490, 8.249, 21.120 False
